,energy,energy error,energy chi,energy chi error,PAM1 distance,PAM1 distance error,PAM1 distance chi,PAM1 distance chi error,Hamm distance,Hamm distance error,Hamm distance chi,Hamm distance chi error,block,block_size,used_mutations,discarded_mutations,T,gamma,length
0,0.06517867353586501,0.0,10.90240449918507,0.0,0.7198699320933833,0.0,0.0,0.0,0.7836116071428572,0.0,0.0,0.0,1,20000,1160000,180000,0.0032,0.0,56.0
1,0.0761923764559025,0.0077878640207326025,32.61282416269801,15.451949457217504,0.7369148121725984,0.012052550288525327,0.0,0.0,0.8051629464285714,0.015239098152583097,0.0,0.0,2,20000,1160000,180000,0.0032,0.0,56.0
2,0.07703637003323334,0.00523744270690633,26.255815242656798,12.683692327186026,0.7254119845593711,0.012360088692720612,0.0,0.0,0.7938553571428572,0.013727870688424078,0.0,0.0,3,20000,1160000,180000,0.0032,0.0,56.0
3,0.08213749908844625,0.005911511368869573,31.129320829350096,13.792746435239051,0.7352280792349712,0.01257779469092166,0.0,0.0,0.8034642857142857,0.013238362819454149,0.0,0.0,4,20000,1160000,180000,0.0032,0.0,56.0
4,0.083984024728728,0.005009305762010319,32.145090642277005,12.7813799277873,0.7461767898828616,0.014040940147462846,0.0,0.0,0.8131669642857144,0.01369219840849584,0.0,0.0,5,20000,1160000,180000,0.0032,0.0,56.0
5,0.0834139688764625,0.004206732420490471,29.252837398260613,11.709402837540837,0.747007377661935,0.011725324311290562,0.0,0.0,0.8139483630952382,0.011432440385958642,0.0,0.0,6,20000,1160000,180000,0.0032,0.0,56.0
6,0.08249157911681501,0.003705515018762078,27.809948681313212,10.973005055968232,0.745015980861396,0.010217985402400756,0.0,0.0,0.8116313775510205,0.01003127627232567,0.0,0.0,7,20000,1160000,180000,0.0032,0.0,56.0
7,0.08085542735728063,0.00358539315454919,28.154126665544613,10.721284620765136,0.7403138637631888,0.009964082959243262,0.0,0.0,0.8078266741071429,0.009471455227009129,0.0,0.0,8,20000,1160000,180000,0.0032,0.0,56.0
8,0.08021825379739946,0.003243139218281648,28.15720026199619,10.174009308073314,0.7390460986522297,0.008937249827705643,0.0,0.0,0.8061272817460318,0.008570170043177932,0.0,0.0,9,20000,1160000,180000,0.0032,0.0,56.0
9,0.0804402736205195,0.002926414979610602,28.08959101876965,9.670356741806266,0.7421456387920636,0.008564153554303384,0.0,0.0,0.8091908035714287,0.00824253475443522,0.0,0.0,10,20000,1160000,180000,0.0032,0.0,56.0
10,0.07909268516295001,0.0029544054161164046,29.208909625675133,9.63475275526077,0.7384338964315532,0.008552195628748057,0.0,0.0,0.8065258116883118,0.00791231799831716,0.0,0.0,11,20000,1160000,180000,0.0032,0.0,56.0
11,0.08017284984758834,0.002898948125039162,28.84704699221853,9.561644507284486,0.742231406385412,0.00864160192153249,0.0,0.0,0.8093254464285716,0.0077324119092300365,0.0,0.0,12,20000,1160000,180000,0.0032,0.0,56.0
12,0.08100894400661039,0.0027939219432592493,28.345668609305307,9.402249151100124,0.7442797299157046,0.008216035349960122,0.0,0.0,0.8101221153846155,0.0071785340054029215,0.0,0.0,13,20000,1160000,180000,0.0032,0.0,56.0
13,0.08051749620687429,0.002637224481677541,28.25937800379466,9.121527575583391,0.7418831351499569,0.007971055524135412,0.0,0.0,0.8072812500000002,0.007206017951703226,0.0,0.0,14,20000,1160000,180000,0.0032,0.0,56.0
14,0.07967834051660233,0.0025914809654482753,28.756669140061014,9.007940722110199,0.7408019019776656,0.007512625821581623,0.0,0.0,0.8062420833333336,0.006800132126496025,0.0,0.0,15,20000,1160000,180000,0.0032,0.0,56.0
15,0.07928850236771688,0.0024586603682756215,28.171635508882275,8.767771801419475,0.7389783479068768,0.007261031984583719,0.0,0.0,0.8045597656250001,0.006579932382415891,0.0,0.0,16,20000,1160000,180000,0.0032,0.0,56.0
16,0.07869382120714795,0.002384867512569739,28.03395708369133,8.61816362020124,0.7372738078044555,0.00703113839894568,0.0,0.0,0.80308618697479,0.006355740303464605,0.0,0.0,17,20000,1160000,180000,0.0032,0.0,56.0
17,0.07816861428647306,0.0023094826921231677,27.593123126976188,8.469473303544714,0.7355997949931524,0.006836895132605807,0.0,0.0,0.8012572916666667,0.006260252632997031,0.0,0.0,18,20000,1160000,180000,0.0032,0.0,56.0
18,0.07760323938337,0.002256073380230979,27.08740959328636,8.358619983204562,0.7335693117353601,0.0067718650995678056,0.0,0.0,0.7988459586466166,0.006378281933475028,0.0,0.0,19,20000,1160000,180000,0.0032,0.0,56.0
19,0.07663762941543951,0.002340809162381463,27.91442616561989,8.453876310753442,0.7313538496249318,0.006786003637708532,0.0,0.0,0.7968367857142857,0.006367956945525542,0.0,0.0,20,20000,1160000,180000,0.0032,0.0,56.0
20,0.07608221089377334,0.0022942898170730404,27.84515299916255,8.350615215859394,0.7286207905593574,0.006991600909890719,0.0,0.0,0.7939457057823128,0.006688883795706275,0.0,0.0,21,20000,1160000,180000,0.0032,0.0,56.0
21,0.07562332567374183,0.002235424160718683,27.81082413930187,8.227178413911176,0.7272655272816531,0.006803886276879885,0.0,0.0,0.7931174918831169,0.0064359138700931,0.0,0.0,22,20000,1160000,180000,0.0032,0.0,56.0
22,0.07584414447501718,0.0021491105503858837,27.21787569921434,8.068448217880368,0.7285138079206831,0.0066215835208345425,0.0,0.0,0.7942642857142858,0.006257429117554483,0.0,0.0,23,20000,1160000,180000,0.0032,0.0,56.0
23,0.07596159508995126,0.0020627711659205487,27.016911552143885,7.906821364376703,0.7277567283724325,0.006388818000473281,0.0,0.0,0.7930694568452381,0.006109711756534885,0.0,0.0,24,20000,1160000,180000,0.0032,0.0,56.0
24,0.075591903969022,0.0020131158923489493,26.763528584007265,7.801823455680705,0.7264908172894904,0.006257425399918956,0.0,0.0,0.7916057857142857,0.006038100455018645,0.0,0.0,25,20000,1160000,180000,0.0032,0.0,56.0
25,0.07501015611237193,0.0020179949028147136,27.329856217401705,7.779524817033559,0.7247567472432698,0.006252414586670039,0.0,0.0,0.7896587225274725,0.006111736511689159,0.0,0.0,26,20000,1160000,180000,0.0032,0.0,56.0
26,0.07453884498374112,0.001997534595508003,27.298570313558635,7.723555067475302,0.7235587856246534,0.006134534889735264,0.0,0.0,0.7884994708994709,0.0059943090569148875,0.0,0.0,27,20000,1160000,180000,0.0032,0.0,56.0
27,0.07453516836235252,0.0019261974577939984,26.852354093368984,7.584561818239924,0.7231836957322875,0.005926900509534037,0.0,0.0,0.7879663903061225,0.005803881912426704,0.0,0.0,28,20000,1160000,180000,0.0032,0.0,56.0
28,0.07439601301828036,0.0018647966194160319,26.95753397427009,7.4583303487245205,0.7233073546090218,0.005723814494183601,0.0,0.0,0.7877638238916257,0.005607281913879771,0.0,0.0,29,20000,1160000,180000,0.0032,0.0,56.0
29,0.07416928877524151,0.001816367145584688,26.59993512094445,7.356878635781879,0.7228828915753434,0.005548736888521383,0.0,0.0,0.7877307738095239,0.0054204699167142755,0.0,0.0,30,20000,1160000,180000,0.0032,0.0,56.0
30,0.07396663723505727,0.0017690434219639103,26.596650021852234,7.2543351220892704,0.7221247729048315,0.005421288517974873,0.0,0.0,0.7867656682027651,0.005330841440937872,0.0,0.0,31,20000,1160000,180000,0.0032,0.0,56.0
31,0.07399210914179796,0.0017139441862538654,26.161930199094108,7.140874809547489,0.721478609850607,0.0052902411699602865,0.0,0.0,0.7863129464285714,0.005183440699882679,0.0,0.0,32,20000,1160000,180000,0.0032,0.0,56.0
32,0.07388175825945484,0.0016655551204575942,26.59048089400583,7.034780002408719,0.7205501984176923,0.0052107598768835256,0.0,0.0,0.785225487012987,0.005139172616767992,0.0,0.0,33,20000,1160000,180000,0.0032,0.0,56.0
33,0.07378320132220308,0.0016194815656535941,26.41462160497671,6.934948840044278,0.720642037415524,0.005058311494184724,0.0,0.0,0.7854418855042017,0.004992574418327226,0.0,0.0,34,20000,1160000,180000,0.0032,0.0,56.0
34,0.07387269210456471,0.001575681305215397,26.06804372521058,6.841092414575679,0.7213676936679554,0.004965566179373171,0.0,0.0,0.7862666071428571,0.004917575418556713,0.0,0.0,35,20000,1160000,180000,0.0032,0.0,56.0
35,0.07440274513213124,0.0016186128051583753,26.76282324249595,6.952112540031308,0.7220041276231914,0.004868248638676659,0.0,0.0,0.7868666666666667,0.004817447657193666,0.0,0.0,36,20000,1160000,180000,0.0032,0.0,56.0
36,0.07431541838741296,0.0015772204625466388,26.390051892468183,6.8620054466838285,0.721860099092336,0.004738804434871735,0.0,0.0,0.7869725627413128,0.004688410116802776,0.0,0.0,37,20000,1160000,180000,0.0032,0.0,56.0
37,0.0740844206781934,0.0015525383255748585,26.219431003945534,6.802688196151074,0.7205294979085987,0.0047972718817271215,0.0,0.0,0.7859945253759398,0.004665928812178472,0.0,0.0,38,20000,1160000,180000,0.0032,0.0,56.0
38,0.07407223586307807,0.0015127774649588111,25.784419562194813,6.715275513704283,0.7204087554733573,0.004675784145417069,0.0,0.0,0.7857918956043957,0.004550687340271531,0.0,0.0,39,20000,1160000,180000,0.0032,0.0,56.0
39,0.07385019824546613,0.0014911637641095397,25.600991733264767,6.66210938816752,0.7202222170519041,0.004562608960044678,0.0,0.0,0.7855950446428571,0.004441175747596369,0.0,0.0,40,20000,1160000,180000,0.0032,0.0,56.0
40,0.07346948785035098,0.0015026079368039007,25.88043818854337,6.667983408816788,0.7202306049192435,0.004451333524768753,0.0,0.0,0.7855461890243903,0.0043331231002370916,0.0,0.0,41,20000,1160000,180000,0.0032,0.0,56.0
41,0.07345781708603501,0.0014668768801021153,25.524580392302358,6.588373764856383,0.7200309140247192,0.004349826245174063,0.0,0.0,0.78543331207483,0.004231423457651561,0.0,0.0,42,20000,1160000,180000,0.0032,0.0,56.0
42,0.0732469566926135,0.001447839510322969,25.648205983484015,6.537643572617335,0.7205090728557675,0.004274867745323938,0.0,0.0,0.7857784260797344,0.004147068093109181,0.0,0.0,43,20000,1160000,180000,0.0032,0.0,56.0
43,0.07330628040303,0.001416148908893376,25.65171114365124,6.466813853244036,0.7208223889870431,0.004189177800687636,0.0,0.0,0.7861951907467535,0.004073704355510614,0.0,0.0,44,20000,1160000,180000,0.0032,0.0,56.0
44,0.07320546585093889,0.0013882627505618374,25.60772740183911,6.400433353367898,0.7209897884573108,0.004099428236185192,0.0,0.0,0.7862254563492066,0.003983290019673787,0.0,0.0,45,20000,1160000,180000,0.0032,0.0,56.0
45,0.07315137774034032,0.0013591363806731386,25.343680369096603,6.33254655605419,0.7215404593775867,0.0040471266932499824,0.0,0.0,0.7865976902173916,0.00391405052953942,0.0,0.0,46,20000,1160000,180000,0.0032,0.0,56.0
46,0.07294143792954032,0.0013463351918646881,25.234260232668817,6.297195755235985,0.7209334438745676,0.004006281146370472,0.0,0.0,0.7861293882978725,0.0038586864712003978,0.0,0.0,47,20000,1160000,180000,0.0032,0.0,56.0
47,0.07274042418443917,0.001333208209548988,25.08721431439311,6.261657765681663,0.7203680751457329,0.003962508733651293,0.0,0.0,0.7855719308035715,0.003818352290946608,0.0,0.0,48,20000,1160000,180000,0.0032,0.0,56.0
48,0.0725983498708504,0.0013135481920444538,24.904169489180912,6.2127268670018045,0.7198997385564717,0.003909220040207677,0.0,0.0,0.7851143403790088,0.0037677457324180787,0.0,0.0,49,20000,1160000,180000,0.0032,0.0,56.0
49,0.072534494342553,0.0012888283982655253,24.785755085726358,6.152896927085362,0.7200881347521986,0.0038355726214495097,0.0,0.0,0.7851776607142859,0.0036929228568590936,0.0,0.0,50,20000,1160000,180000,0.0032,0.0,56.0
50,0.07282895279513922,0.0012967584968213545,24.923399446437177,6.174997916689456,0.7213967220435786,0.003977332211196868,0.0,0.0,0.7864044467787116,0.003818848738276263,0.0,0.0,51,20000,1160000,180000,0.0032,0.0,56.0
51,0.07291880946728616,0.0012749302649015387,24.764049644455287,6.123376209652974,0.7218547572277341,0.003927130481256439,0.0,0.0,0.7868919299450551,0.0037763952336494445,0.0,0.0,52,20000,1160000,180000,0.0032,0.0,56.0
52,0.07304064493706124,0.001256682941816125,24.6314148486012,6.080073578546756,0.7222159944924558,0.0038696122258536523,0.0,0.0,0.7873594676549867,0.0037339721528726745,0.0,0.0,53,20000,1160000,180000,0.0032,0.0,56.0
53,0.07327635497676926,0.0012553219231661833,24.916821078509425,6.0827928751630305,0.7228289661580068,0.0038461956837345444,0.0,0.0,0.7877654100529102,0.003686824696595745,0.0,0.0,54,20000,1160000,180000,0.0032,0.0,56.0
54,0.07347057675539355,0.0012474322776638094,25.069686225292557,6.067437965873728,0.7229552983044055,0.003778339036368461,0.0,0.0,0.7879681980519483,0.00362536424825615,0.0,0.0,55,20000,1160000,180000,0.0032,0.0,56.0
55,0.07362151732581393,0.0012342549000107527,25.06248872112381,6.037085597205587,0.7232840089675895,0.0037251399578373152,0.0,0.0,0.7883990274234695,0.0035861335840776764,0.0,0.0,56,20000,1160000,180000,0.0032,0.0,56.0
56,0.07388283177711308,0.001239955314234956,25.254178894299255,6.056185976579144,0.7243318230863555,0.003804299004176563,0.0,0.0,0.7894140507518798,0.0036640509333583427,0.0,0.0,57,20000,1160000,180000,0.0032,0.0,56.0
57,0.07367741040060492,0.0012354755141850203,25.422654525951575,6.037018766433618,0.7238554668401033,0.0037684131638739122,0.0,0.0,0.7890999846059114,0.0036143127541893123,0.0,0.0,58,20000,1160000,180000,0.0032,0.0,56.0
